,name,url,freq
https://www.youtube.com/channel/UC1zACndCursf-RTGr9YvQmQ,ur mom ashley,https://www.youtube.com/channel/UC1zACndCursf-RTGr9YvQmQ,1
https://www.youtube.com/channel/UClPsjnF7D_Ar1ZSrEsnTxJA,Noah Beck,https://www.youtube.com/channel/UClPsjnF7D_Ar1ZSrEsnTxJA,1
https://www.youtube.com/channel/UCHF66aWLOxBW4l6VkSrS3cQ,Coachella,https://www.youtube.com/channel/UCHF66aWLOxBW4l6VkSrS3cQ,1
https://www.youtube.com/channel/UCSJ4gkVC6NrvII8umztf0Ow,Lofi Girl,https://www.youtube.com/channel/UCSJ4gkVC6NrvII8umztf0Ow,1
https://www.youtube.com/channel/UCklV2dEfASFVk7yU_dqFP-w,crowley,https://www.youtube.com/channel/UCklV2dEfASFVk7yU_dqFP-w,1
https://www.youtube.com/channel/UCKlMPy41LVy6J0WINJgd0OA,Ooga Booga,https://www.youtube.com/channel/UCKlMPy41LVy6J0WINJgd0OA,1
https://www.youtube.com/channel/UCFxT1aUSu49_clwatlO9Xdg,jessxnight,https://www.youtube.com/channel/UCFxT1aUSu49_clwatlO9Xdg,1
https://www.youtube.com/channel/UCXlCeM5nqEkEYDSeZ5VnbCg,Mokshita Avish,https://www.youtube.com/channel/UCXlCeM5nqEkEYDSeZ5VnbCg,1
https://www.youtube.com/channel/UCJ0uqCI0Vqr2Rrt1HseGirg,The Late Late Show with James Corden,https://www.youtube.com/channel/UCJ0uqCI0Vqr2Rrt1HseGirg,5
https://www.youtube.com/channel/UCAuUUnT6oDeKwE6v1NGQxug,TED,https://www.youtube.com/channel/UCAuUUnT6oDeKwE6v1NGQxug,2
https://www.youtube.com/channel/UC8BsZzHi2StUa0bI8WWKJeA,Sara Moore,https://www.youtube.com/channel/UC8BsZzHi2StUa0bI8WWKJeA,1
https://www.youtube.com/channel/UCdkEOkxkLXvnUiYJmy5dajw,The Wedding Story,https://www.youtube.com/channel/UCdkEOkxkLXvnUiYJmy5dajw,1
https://www.youtube.com/channel/UCtI0Hodo5o5dUb67FeUjDeA,SpaceX,https://www.youtube.com/channel/UCtI0Hodo5o5dUb67FeUjDeA,1
https://www.youtube.com/channel/UCKfxfXG1QxEKAJVdv_3fxdw,You Can Sit With Us,https://www.youtube.com/channel/UCKfxfXG1QxEKAJVdv_3fxdw,3
https://www.youtube.com/channel/UCAov2BBv1ZJav0c_yHEciAw,Samay Raina,https://www.youtube.com/channel/UCAov2BBv1ZJav0c_yHEciAw,1
https://www.youtube.com/channel/UCEQi1ZNJiw3YMRwni0OLsTQ,Whitney Simmons,https://www.youtube.com/channel/UCEQi1ZNJiw3YMRwni0OLsTQ,1
https://www.youtube.com/channel/UCH-oMxZt5OvyIGzxfdwJO0g,ChloeThePayne,https://www.youtube.com/channel/UCH-oMxZt5OvyIGzxfdwJO0g,1
https://www.youtube.com/channel/UCKJVF9o5PeYGEo1Y0LHJmFg,Carlo and Sarah,https://www.youtube.com/channel/UCKJVF9o5PeYGEo1Y0LHJmFg,1
https://www.youtube.com/channel/UCNEJGTIHAl3zrYPAwMhtoGw,Jisoo Lim,https://www.youtube.com/channel/UCNEJGTIHAl3zrYPAwMhtoGw,1
https://www.youtube.com/channel/UCVDu63J7vm10lh4h0-9UzPw,House On The Clouds,https://www.youtube.com/channel/UCVDu63J7vm10lh4h0-9UzPw,1
https://www.youtube.com/channel/UCbPI6xmFQaMH0jlm9aKFOwA,When Chai Met Toast,https://www.youtube.com/channel/UCbPI6xmFQaMH0jlm9aKFOwA,3
https://www.youtube.com/channel/UCJvQHEjfez-rF0O1shwZL-g,YB Chang Biste,https://www.youtube.com/channel/UCJvQHEjfez-rF0O1shwZL-g,1
https://www.youtube.com/channel/UC6jmjvMhfc7sZU74Wq-r_xA,Yashkumar Jain,https://www.youtube.com/channel/UC6jmjvMhfc7sZU74Wq-r_xA,1
https://www.youtube.com/channel/UCdROkkPGHy6uVpUrIB4n3YQ,Lazy Programmer,https://www.youtube.com/channel/UCdROkkPGHy6uVpUrIB4n3YQ,1
https://www.youtube.com/channel/UCnz-ZXXER4jOvuED5trXfEA,techTFQ,https://www.youtube.com/channel/UCnz-ZXXER4jOvuED5trXfEA,1
https://www.youtube.com/channel/UC2Fb0i0CSkkgk3WR9mlXQpQ,Anthony Recenello,https://www.youtube.com/channel/UC2Fb0i0CSkkgk3WR9mlXQpQ,1
https://www.youtube.com/channel/UC6MoDPfD0YkuU4qSyjjjb7A,CSI VESIT,https://www.youtube.com/channel/UC6MoDPfD0YkuU4qSyjjjb7A,1
https://www.youtube.com/channel/UCsQrcxNMs5DgA7nqFjPuxsw,Trin Lovell,https://www.youtube.com/channel/UCsQrcxNMs5DgA7nqFjPuxsw,2
https://www.youtube.com/channel/UCJ1uBq3Zn-RnXTE2cdcnhYA,Party Craze,https://www.youtube.com/channel/UCJ1uBq3Zn-RnXTE2cdcnhYA,1
https://www.youtube.com/channel/UC2-lGic-8x3vip6DkYD5vtw,newyorkplease,https://www.youtube.com/channel/UC2-lGic-8x3vip6DkYD5vtw,1
https://www.youtube.com/channel/UCTYLBkIbYnF66IuwDg9xpzw,diana,https://www.youtube.com/channel/UCTYLBkIbYnF66IuwDg9xpzw,1
https://www.youtube.com/channel/UC8RrHpql7M97Lqyg9J6hSww,Random Chikibum,https://www.youtube.com/channel/UC8RrHpql7M97Lqyg9J6hSww,1
https://www.youtube.com/channel/UCRrigpc864fw8ZNsJ2AnEJA,The TryPod,https://www.youtube.com/channel/UCRrigpc864fw8ZNsJ2AnEJA,3
https://www.youtube.com/channel/UCKcayUxAy0DcYNHzqoxsPLQ,fictionaldarling,https://www.youtube.com/channel/UCKcayUxAy0DcYNHzqoxsPLQ,1
https://www.youtube.com/channel/UC_Bf08Y-3m6CMAvTms3EkKg,JayZVEVO,https://www.youtube.com/channel/UC_Bf08Y-3m6CMAvTms3EkKg,1
https://www.youtube.com/channel/UCDBroOWVP4aN8SYM0br6sJQ,Elena Taber,https://www.youtube.com/channel/UCDBroOWVP4aN8SYM0br6sJQ,1
https://www.youtube.com/channel/UCvQECJukTDE2i6aCoMnS-Vg,Big Think,https://www.youtube.com/channel/UCvQECJukTDE2i6aCoMnS-Vg,15
https://www.youtube.com/channel/UCvaslozYkHmrCU-vUaXZ9SQ,Christine Le,https://www.youtube.com/channel/UCvaslozYkHmrCU-vUaXZ9SQ,1
https://www.youtube.com/channel/UC496PRBlDQe4HgQ4oKltsuA,Aditya Prasad,https://www.youtube.com/channel/UC496PRBlDQe4HgQ4oKltsuA,1
https://www.youtube.com/channel/UCqJODva8CJ_JTbi5ssC2L-g,Michelle Choi,https://www.youtube.com/channel/UCqJODva8CJ_JTbi5ssC2L-g,2
https://www.youtube.com/channel/UCIsbLox_y9dCIMLd8tdC6qg,Vanity Fair,https://www.youtube.com/channel/UCIsbLox_y9dCIMLd8tdC6qg,1
https://www.youtube.com/channel/UCn6BJylSkl-Gd66qepnmHzg,Sienna Santer,https://www.youtube.com/channel/UCn6BJylSkl-Gd66qepnmHzg,1
https://www.youtube.com/channel/UCaQocIkdhh8TIi56LvLoViA,Elliot Choy,https://www.youtube.com/channel/UCaQocIkdhh8TIi56LvLoViA,6
https://www.youtube.com/channel/UCSr8Khdkbe44o7c0xyZnfNg,brookevids,https://www.youtube.com/channel/UCSr8Khdkbe44o7c0xyZnfNg,1
https://www.youtube.com/channel/UCfNaVloYp5WldDpzXWXCPsA,I DONT SAY CHEESE,https://www.youtube.com/channel/UCfNaVloYp5WldDpzXWXCPsA,1
https://www.youtube.com/channel/UCWIj8e2_-uK1m886ADSYO6g,The Drew Barrymore Show,https://www.youtube.com/channel/UCWIj8e2_-uK1m886ADSYO6g,2
https://www.youtube.com/channel/UCnDo3-HsTMiEpwm9t2miwdw,Northeastern,https://www.youtube.com/channel/UCnDo3-HsTMiEpwm9t2miwdw,1
https://www.youtube.com/channel/UCdtXPiqI2cLorKaPrfpKc4g,Entertainment Tonight,https://www.youtube.com/channel/UCdtXPiqI2cLorKaPrfpKc4g,1
https://www.youtube.com/channel/UChDKyKQ59fYz3JO2fl0Z6sg,TODAY,https://www.youtube.com/channel/UChDKyKQ59fYz3JO2fl0Z6sg,1
https://www.youtube.com/channel/UCy6D16zE_mMEm1HVD20WFxA,Watch What Happens Live with Andy Cohen,https://www.youtube.com/channel/UCy6D16zE_mMEm1HVD20WFxA,1
https://www.youtube.com/channel/UCkk2vs5EXLFUMuVyhy7oOMQ,POPSUGAR,https://www.youtube.com/channel/UCkk2vs5EXLFUMuVyhy7oOMQ,1
https://www.youtube.com/channel/UC3DOMNPaR3_YihbzMsOJKQw,STREAM WARS,https://www.youtube.com/channel/UC3DOMNPaR3_YihbzMsOJKQw,1
https://www.youtube.com/channel/UCXiFvBv-DKqGdB8Oaz5fJ1A,Anshika Gupta,https://www.youtube.com/channel/UCXiFvBv-DKqGdB8Oaz5fJ1A,1
https://www.youtube.com/channel/UCVTyTA7-g9nopHeHbeuvpRA,Late Night with Seth Meyers,https://www.youtube.com/channel/UCVTyTA7-g9nopHeHbeuvpRA,2
https://www.youtube.com/channel/UCmSQ47G2NHhcjRAm9Px6R3g,The Kelly Clarkson Show,https://www.youtube.com/channel/UCmSQ47G2NHhcjRAm9Px6R3g,1
https://www.youtube.com/channel/UCZzwjZPc6R_PbnDgFVMwlvQ,Capital FM,https://www.youtube.com/channel/UCZzwjZPc6R_PbnDgFVMwlvQ,1
https://www.youtube.com/channel/UCTUVsO-sL2FW1KqUP6DPC4A,WhereistheBuzz TV,https://www.youtube.com/channel/UCTUVsO-sL2FW1KqUP6DPC4A,1
https://www.youtube.com/channel/UC_zayf7JlPBt8n-0WMcdBjg,Cosmopolitan UK,https://www.youtube.com/channel/UC_zayf7JlPBt8n-0WMcdBjg,1
https://www.youtube.com/channel/UCQJWtTnAHhEG5w4uN0udnUQ,Prime Video,https://www.youtube.com/channel/UCQJWtTnAHhEG5w4uN0udnUQ,3
https://www.youtube.com/channel/UCiKGMZZmZXK-RpbKJGXgH3Q,Access Hollywood,https://www.youtube.com/channel/UCiKGMZZmZXK-RpbKJGXgH3Q,1
https://www.youtube.com/channel/UC7nE56XU1u2x6MmbV7VWopA,Second Try,https://www.youtube.com/channel/UC7nE56XU1u2x6MmbV7VWopA,1
https://www.youtube.com/channel/UC09LoQMXJ0hwdTkJwQLGW7Q,ROLEMODELVEVO,https://www.youtube.com/channel/UC09LoQMXJ0hwdTkJwQLGW7Q,1
https://www.youtube.com/channel/UCAYum5hCyfkSH5T3vSD_kwQ,Aakash Gupta,https://www.youtube.com/channel/UCAYum5hCyfkSH5T3vSD_kwQ,1
https://www.youtube.com/channel/UCRNmSv7mAPYiC0Y40TJijAw,Avi Singh - PowerBIPro,https://www.youtube.com/channel/UCRNmSv7mAPYiC0Y40TJijAw,1
https://www.youtube.com/channel/UCkw4JCwteGrDHIsyIIKo4tQ,edureka!,https://www.youtube.com/channel/UCkw4JCwteGrDHIsyIIKo4tQ,1
https://www.youtube.com/channel/UCcabW7890RKJzL968QWEykA,CS50,https://www.youtube.com/channel/UCcabW7890RKJzL968QWEykA,2
https://www.youtube.com/channel/UCmsd11GSKyWz472NFo4Yz4w,The Wedding Filmer,https://www.youtube.com/channel/UCmsd11GSKyWz472NFo4Yz4w,1
https://www.youtube.com/channel/UCe4c5YQfFsCQVMsOnJOiTIw,Justin Shin,https://www.youtube.com/channel/UCe4c5YQfFsCQVMsOnJOiTIw,1
https://www.youtube.com/channel/UCpFA-fGAWafeXGhfOvtkTIQ,Matt Yang - SWE in NYC,https://www.youtube.com/channel/UCpFA-fGAWafeXGhfOvtkTIQ,1
https://www.youtube.com/channel/UCV0qA-eDDICsRR9rPcnG7tw,Joma Tech,https://www.youtube.com/channel/UCV0qA-eDDICsRR9rPcnG7tw,1
https://www.youtube.com/channel/UCvP71HPq0qpAs3KibNI_-SA,Hannah Pak,https://www.youtube.com/channel/UCvP71HPq0qpAs3KibNI_-SA,7
https://www.youtube.com/channel/UCZOlFjHItjEdhXfcAz5nVEQ,Motion Designer,https://www.youtube.com/channel/UCZOlFjHItjEdhXfcAz5nVEQ,1
https://www.youtube.com/channel/UCvJJ_dzjViJCoLf5uKUTwoA,CNBC,https://www.youtube.com/channel/UCvJJ_dzjViJCoLf5uKUTwoA,6
https://www.youtube.com/channel/UCK7tptUDHh-RYDsdxO1-5QQ,The Wall Street Journal,https://www.youtube.com/channel/UCK7tptUDHh-RYDsdxO1-5QQ,7
https://www.youtube.com/channel/UCwiTOchWeKjrJZw7S1H__1g,Insider Food,https://www.youtube.com/channel/UCwiTOchWeKjrJZw7S1H__1g,4
https://www.youtube.com/channel/UCtWoDeegvTPfuuNm_ilJntg,Son Of Abish,https://www.youtube.com/channel/UCtWoDeegvTPfuuNm_ilJntg,4
https://www.youtube.com/channel/UC9RM-iSvTu1uPJb8X5yp3EQ,Wendover Productions,https://www.youtube.com/channel/UC9RM-iSvTu1uPJb8X5yp3EQ,8
https://www.youtube.com/channel/UCa2zy6oKiSSKXJ1y0Sy7wWQ,By Anne Louise,https://www.youtube.com/channel/UCa2zy6oKiSSKXJ1y0Sy7wWQ,1
https://www.youtube.com/channel/UCTh3jeR5AtvcZlgwoeJ5rXA,R. C. Gilbert,https://www.youtube.com/channel/UCTh3jeR5AtvcZlgwoeJ5rXA,1
https://www.youtube.com/channel/UC6vd-JCD7Z_FuF8N5LTydPA,Shark Tank India,https://www.youtube.com/channel/UC6vd-JCD7Z_FuF8N5LTydPA,1
https://www.youtube.com/channel/UCtfXgNnA-QcxjHJjk5wXLFg,Karl Rock,https://www.youtube.com/channel/UCtfXgNnA-QcxjHJjk5wXLFg,1
https://www.youtube.com/channel/UCkHdBeQ4DuvBXTahMYZVlMA,Kenji Explains,https://www.youtube.com/channel/UCkHdBeQ4DuvBXTahMYZVlMA,2
https://www.youtube.com/channel/UCftwRNsjfRo08xYE31tkiyw,WIRED,https://www.youtube.com/channel/UCftwRNsjfRo08xYE31tkiyw,1
https://www.youtube.com/channel/UC8qMJGhCS93VUXKFW4c8kGQ,Thinking Now,https://www.youtube.com/channel/UC8qMJGhCS93VUXKFW4c8kGQ,1
https://www.youtube.com/channel/UCwAnu01qlnVg1Ai2AbtTMaA,Jeff Su,https://www.youtube.com/channel/UCwAnu01qlnVg1Ai2AbtTMaA,1
https://www.youtube.com/channel/UCWo4IA01TXzBeGJJKWHOG9g,Harvard Business Review,https://www.youtube.com/channel/UCWo4IA01TXzBeGJJKWHOG9g,1
https://www.youtube.com/channel/UC7IcJI8PUf5Z3zKxnZvTBog,The School of Life,https://www.youtube.com/channel/UC7IcJI8PUf5Z3zKxnZvTBog,1
https://www.youtube.com/channel/UCR1bgsuXHmXWDXJlua1mK4Q,Kanika Jindal,https://www.youtube.com/channel/UCR1bgsuXHmXWDXJlua1mK4Q,1
https://www.youtube.com/channel/UCKvwPt6BifPP54yzH99ff1g,Kevin Naughton Jr.,https://www.youtube.com/channel/UCKvwPt6BifPP54yzH99ff1g,1
https://www.youtube.com/channel/UCbzVRTkX3bzNZuBd9In4XyA,Modern MBA,https://www.youtube.com/channel/UCbzVRTkX3bzNZuBd9In4XyA,2
https://www.youtube.com/channel/UCeFg1xr6-mWCZM4mzyZUfIw,Shan Rizwan in NYC,https://www.youtube.com/channel/UCeFg1xr6-mWCZM4mzyZUfIw,1
https://www.youtube.com/channel/UC9La-R9a4Ct8FAtZZf-O0WA,elanna pecherle,https://www.youtube.com/channel/UC9La-R9a4Ct8FAtZZf-O0WA,1
https://www.youtube.com/channel/UCrtPXCqjm9c7nqgJL-vBSZg,CareerVidz,https://www.youtube.com/channel/UCrtPXCqjm9c7nqgJL-vBSZg,1
https://www.youtube.com/channel/UCsvqVGtbbyHaMoevxPAq9Fg,Simplilearn,https://www.youtube.com/channel/UCsvqVGtbbyHaMoevxPAq9Fg,1
https://www.youtube.com/channel/UCFufE3paIhKaXz6wIl8bQcQ,Poets & Quants,https://www.youtube.com/channel/UCFufE3paIhKaXz6wIl8bQcQ,1
https://www.youtube.com/channel/UCH2eMI54iuFVAwqA_EYAr1A,rareliquid careers,https://www.youtube.com/channel/UCH2eMI54iuFVAwqA_EYAr1A,1
https://www.youtube.com/channel/UCI1kMS6Sm61xJAJCGqp6Pqw,PhD Balance,https://www.youtube.com/channel/UCI1kMS6Sm61xJAJCGqp6Pqw,1
https://www.youtube.com/channel/UC4lY-mNu10-cZ_qv2SF0yHg,Navigating Academia,https://www.youtube.com/channel/UC4lY-mNu10-cZ_qv2SF0yHg,2
https://www.youtube.com/channel/UCWK0aMZNK0tur-MAGI0KHwg,BeMo Academic Consulting Inc.,https://www.youtube.com/channel/UCWK0aMZNK0tur-MAGI0KHwg,1
https://www.youtube.com/channel/UChEakI8B7TpU4f3EXdLy73w,Athena Admits,https://www.youtube.com/channel/UChEakI8B7TpU4f3EXdLy73w,1
https://www.youtube.com/channel/UCitTwYmnrSSo1YmH12IrFyg,College Lead,https://www.youtube.com/channel/UCitTwYmnrSSo1YmH12IrFyg,1
https://www.youtube.com/channel/UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,https://www.youtube.com/channel/UCWOA1ZGywLbqmigxE4Qlvuw,1
https://www.youtube.com/channel/UCk8n46m74K5XWfdeBzOXDfA,Harvard Business School,https://www.youtube.com/channel/UCk8n46m74K5XWfdeBzOXDfA,1
https://www.youtube.com/channel/UCMliswJ7oukCeW35GSayhRA,WSJ News,https://www.youtube.com/channel/UCMliswJ7oukCeW35GSayhRA,2
https://www.youtube.com/channel/UCDtX2nB4LzwaPQGXCL-DZsg,Sony Pictures Entertainment India,https://www.youtube.com/channel/UCDtX2nB4LzwaPQGXCL-DZsg,1
https://www.youtube.com/channel/UCK1XzxcKXB_v_dcw_tflC1A,OBF,https://www.youtube.com/channel/UCK1XzxcKXB_v_dcw_tflC1A,2
https://www.youtube.com/channel/UC4PziMH5MvvsmqM0VCZTy-g,The Graham Norton Show,https://www.youtube.com/channel/UC4PziMH5MvvsmqM0VCZTy-g,1
https://www.youtube.com/channel/UCy_KQSnY5ZxUTojo6LzlDdA,Aaron,https://www.youtube.com/channel/UCy_KQSnY5ZxUTojo6LzlDdA,2
https://www.youtube.com/channel/UC_nEfOvb7nAaLnjpj5v50Pg,Kitchen of Saba,https://www.youtube.com/channel/UC_nEfOvb7nAaLnjpj5v50Pg,1
https://www.youtube.com/channel/UCqdwM6M5SPmuX779w-6iQTA,Joma Shorts,https://www.youtube.com/channel/UCqdwM6M5SPmuX779w-6iQTA,1
https://www.youtube.com/channel/UCnWgU4AgTZLD7NIv60lAKrw,theplacetoknow,https://www.youtube.com/channel/UCnWgU4AgTZLD7NIv60lAKrw,1
https://www.youtube.com/channel/UCg6-bldIlQyI8bl_MNYMofw,Keenan Bank,https://www.youtube.com/channel/UCg6-bldIlQyI8bl_MNYMofw,1
https://www.youtube.com/channel/UC4oVjJptcsvtgIMrdIUQYlQ,LADbible TV,https://www.youtube.com/channel/UC4oVjJptcsvtgIMrdIUQYlQ,2
https://www.youtube.com/channel/UCatND6pS2dgDwM9q2FihaMA,Princess diana edits!,https://www.youtube.com/channel/UCatND6pS2dgDwM9q2FihaMA,1
https://www.youtube.com/channel/UCqvJgoonvMGAaWUG0OcYC6g,Maria Fade,https://www.youtube.com/channel/UCqvJgoonvMGAaWUG0OcYC6g,1
https://www.youtube.com/channel/UCmGSJVG3mCRXVOP4yZrU1Dw,Johnny Harris,https://www.youtube.com/channel/UCmGSJVG3mCRXVOP4yZrU1Dw,5
https://www.youtube.com/channel/UComhtcZ-SQ5rI3uwCk8JXmw,Yasir Khan,https://www.youtube.com/channel/UComhtcZ-SQ5rI3uwCk8JXmw,1
https://www.youtube.com/channel/UCjYQdPQ4MSEIa5ZGXMSt4LA,Emma Wahl,https://www.youtube.com/channel/UCjYQdPQ4MSEIa5ZGXMSt4LA,1
https://www.youtube.com/channel/UC0oKTaCv2F-bn56eUhzmr-Q,investingexecutives,https://www.youtube.com/channel/UC0oKTaCv2F-bn56eUhzmr-Q,1
https://www.youtube.com/channel/UCFvmpZD_G5rX_vkpYwn_2RQ,Chris Ivan Shorts,https://www.youtube.com/channel/UCFvmpZD_G5rX_vkpYwn_2RQ,1
https://www.youtube.com/channel/UC_MsHRmcvMap_HdcslAGcGQ,Alex Stemplewski,https://www.youtube.com/channel/UC_MsHRmcvMap_HdcslAGcGQ,1
https://www.youtube.com/channel/UCXVN3gW2O7kKlA8UczBHbaA,Tigga Mac,https://www.youtube.com/channel/UCXVN3gW2O7kKlA8UczBHbaA,1
https://www.youtube.com/channel/UCL9Y2MYhBUT0rgOi1q6JeCQ,Dear Modern,https://www.youtube.com/channel/UCL9Y2MYhBUT0rgOi1q6JeCQ,1
