,source,name_of_video,url_of_video,name_of_channel,url_of_channel,time_stamp,date,month,day,year,hour,minute,second,AM/PM,time_zone
0,YouTube Music,What Do I Know?,https://music.youtube.com/watch?v=VDc9zSpu4Es,Ed Sheeran - Topic,https://www.youtube.com/channel/UClmXPfaYhXOYsNn_QUyheWQ,Dec 1 2023 12:50:37 AM EST,1 Dec 2023,Dec,1,2023,12,50,37,AM,EST
1,YouTube Music,The Night We Met,https://music.youtube.com/watch?v=nG0HrAVIw_c,Lord Huron - Topic,https://www.youtube.com/channel/UCHIqmk90GKurdVSG5cf-sFQ,Oct 2 2023 4:30:59 PM EST,2 Oct 2023,Oct,2,2023,4,30,59,PM,EST
2,YouTube Music,Someday,https://music.youtube.com/watch?v=eRPF_MR6o4g,OneRepublic - Topic,https://www.youtube.com/channel/UCrrbm1toLPud8fFIisPuxpg,Oct 2 2023 4:27:51 PM EST,2 Oct 2023,Oct,2,2023,4,27,51,PM,EST
3,YouTube Music,Little Things,https://music.youtube.com/watch?v=nVuhPizu-YY,One Direction - Topic,https://www.youtube.com/channel/UCREhun2tPd7aQnJczZM_Mww,Oct 2 2023 4:23:55 PM EST,2 Oct 2023,Oct,2,2023,4,23,55,PM,EST
4,YouTube Music,Love Like That,https://music.youtube.com/watch?v=GtxkenZnv4A,Phillip Phillips - Topic,https://www.youtube.com/channel/UCaQZn0FaMLJrImJIJqw3zvQ,Oct 2 2023 4:20:33 PM EST,2 Oct 2023,Oct,2,2023,4,20,33,PM,EST
5,YouTube Music,Photograph,https://music.youtube.com/watch?v=SlbfAYvA_gI,Ed Sheeran - Topic,https://www.youtube.com/channel/UClmXPfaYhXOYsNn_QUyheWQ,Oct 2 2023 4:16:14 PM EST,2 Oct 2023,Oct,2,2023,4,16,14,PM,EST
6,YouTube Music,This Town,https://music.youtube.com/watch?v=_YJph-7IzXI,Niall Horan - Topic,https://www.youtube.com/channel/UCxm9sS8Dd2aRthr_O3rVLJQ,Oct 2 2023 4:11:50 PM EST,2 Oct 2023,Oct,2,2023,4,11,50,PM,EST
7,YouTube Music,Naked,https://music.youtube.com/watch?v=-BqpUIwGvr8,James Arthur - Topic,https://www.youtube.com/channel/UCNAbUat5xDtp6FeBphe2V_Q,Oct 2 2023 4:07:56 PM EST,2 Oct 2023,Oct,2,2023,4,7,56,PM,EST
8,YouTube Music,Love Yourself,https://music.youtube.com/watch?v=p-IXgwqhfmg,Justin Bieber - Topic,https://www.youtube.com/channel/UCGvj8kfUV5Q6lzECIrGY19g,Oct 2 2023 4:04:01 PM EST,2 Oct 2023,Oct,2,2023,4,4,1,PM,EST
9,YouTube Music,Sunday Morning,https://music.youtube.com/watch?v=U9-f4Mosb_A,Maroon 5 - Topic,https://www.youtube.com/channel/UCdFe4KkWwZ_twpo-UECR-Nw,Oct 2 2023 3:59:49 PM EST,2 Oct 2023,Oct,2,2023,3,59,49,PM,EST
10,YouTube Music,Moving On,https://music.youtube.com/watch?v=UZNceoFaPfU,Kodaline - Topic,https://www.youtube.com/channel/UC0cymQddFci7e31o7EIznYw,Oct 2 2023 3:55:23 PM EST,2 Oct 2023,Oct,2,2023,3,55,23,PM,EST
11,YouTube Music,It Wasn't Easy to Be Happy for You,https://music.youtube.com/watch?v=BDUJTuUNsdA,The Lumineers - Topic,https://www.youtube.com/channel/UCMcghb8JhNIYntWea9QKFGA,Oct 2 2023 3:06:49 PM EST,2 Oct 2023,Oct,2,2023,3,6,49,PM,EST
12,YouTube Music,Let's Hurt Tonight,https://music.youtube.com/watch?v=p3CGGj5f_OM,OneRepublic - Topic,https://www.youtube.com/channel/UCrrbm1toLPud8fFIisPuxpg,Oct 2 2023 3:03:27 PM EST,2 Oct 2023,Oct,2,2023,3,3,27,PM,EST
13,YouTube Music,Hold Back The River,https://music.youtube.com/watch?v=yIWD8fVF8DI,James Bay - Topic,https://www.youtube.com/channel/UCiDBtu8whAdUgiJ5o1g7sQQ,Oct 2 2023 2:59:27 PM EST,2 Oct 2023,Oct,2,2023,2,59,27,PM,EST
14,YouTube Music,Sweet Creature,https://music.youtube.com/watch?v=9DlMGDuFlQQ,Harry Styles - Topic,https://www.youtube.com/channel/UCVacQ2t5GUZ2t_J3Ia9BynA,Oct 2 2023 2:55:11 PM EST,2 Oct 2023,Oct,2,2023,2,55,11,PM,EST
15,YouTube Music,Everglow,https://music.youtube.com/watch?v=2PFE2IJhlhQ,Coldplay - Topic,https://www.youtube.com/channel/UCIaFw5VBEK8qaW6nRpx_qnw,Oct 2 2023 2:50:09 PM EST,2 Oct 2023,Oct,2,2023,2,50,9,PM,EST
16,YouTube Music,Eyes Closed (Piano Version),https://music.youtube.com/watch?v=FUzc9qqBn4s,Ed Sheeran - Topic,https://www.youtube.com/channel/UClmXPfaYhXOYsNn_QUyheWQ,Oct 2 2023 2:46:47 PM EST,2 Oct 2023,Oct,2,2023,2,46,47,PM,EST
17,YouTube Music,I Like Me Better,https://music.youtube.com/watch?v=1-fDgT5ze84,Lauv - Topic,https://www.youtube.com/channel/UCWjoDY2SXJ5dvcdunWI6mjQ,Oct 2 2023 2:43:28 PM EST,2 Oct 2023,Oct,2,2023,2,43,28,PM,EST
18,YouTube Music,You Could Start A Cult,https://music.youtube.com/watch?v=wAWaDvZaRM4,Niall Horan - Topic,https://www.youtube.com/channel/UCxm9sS8Dd2aRthr_O3rVLJQ,Oct 2 2023 2:40:06 PM EST,2 Oct 2023,Oct,2,2023,2,40,6,PM,EST
19,YouTube Music,New York,https://music.youtube.com/watch?v=v7Unp69NnmI,Ed Sheeran - Topic,https://www.youtube.com/channel/UClmXPfaYhXOYsNn_QUyheWQ,Oct 2 2023 2:36:10 PM EST,2 Oct 2023,Oct,2,2023,2,36,10,PM,EST
20,YouTube Music,Video Games,https://music.youtube.com/watch?v=mhr4YecSV_Y,Lana Del Rey - Topic,https://www.youtube.com/channel/UCyqq-aiu3vEHuf5NhwmOJcw,Sep 25 2023 5:40:08 PM EST,25 Sep 2023,Sep,25,2023,5,40,8,PM,EST
21,YouTube Music,Dancing With Your Ghost,https://music.youtube.com/watch?v=lAJazaLrHfQ,Sasha Alex Sloan - Topic,https://www.youtube.com/channel/UCklQuH51vyXV_xBhDKlJvEQ,Sep 25 2023 5:36:50 PM EST,25 Sep 2023,Sep,25,2023,5,36,50,PM,EST
22,YouTube Music,Where's My Love,https://music.youtube.com/watch?v=Cn89FZ9Qsq4,SYML - Topic,https://www.youtube.com/channel/UCikqEzbWCBRKj00F_L3EFfg,Sep 25 2023 5:33:12 PM EST,25 Sep 2023,Sep,25,2023,5,33,12,PM,EST
23,YouTube Music,champagne problems,https://music.youtube.com/watch?v=g9aNdMLYUrk,Taylor Swift - Topic,https://www.youtube.com/channel/UCPC0L1d253x-KuMNwa05TpA,Sep 25 2023 5:28:36 PM EST,25 Sep 2023,Sep,25,2023,5,28,36,PM,EST
24,YouTube Music,Heather,https://music.youtube.com/watch?v=CWqdowLFRKw,Conan Gray - Topic,https://www.youtube.com/channel/UCDfnnzgPNShOXOYM9V4QIsQ,Sep 25 2023 5:25:02 PM EST,25 Sep 2023,Sep,25,2023,5,25,2,PM,EST
25,YouTube Music,deja vu,https://music.youtube.com/watch?v=_1kNZFU8lS0,Olivia Rodrigo - Topic,https://www.youtube.com/channel/UCE5XNpliPM-SmyFEp61tL_g,Sep 25 2023 5:20:55 PM EST,25 Sep 2023,Sep,25,2023,5,20,55,PM,EST
26,YouTube Music,Romulus,https://music.youtube.com/watch?v=KOuepo6DP4k,Sufjan Stevens - Topic,https://www.youtube.com/channel/UC5sOhxfts379lOCXaIAinyw,Sep 25 2023 5:16:12 PM EST,25 Sep 2023,Sep,25,2023,5,16,12,PM,EST
27,YouTube Music,Would That I,https://music.youtube.com/watch?v=4Ijqx1HwHXU,Hozier - Topic,https://www.youtube.com/channel/UCA3Zs9A2IeetfGT3Omi9ivw,Sep 25 2023 4:38:03 PM EST,25 Sep 2023,Sep,25,2023,4,38,3,PM,EST
28,YouTube Music,Heavenly,https://music.youtube.com/watch?v=Q4N27eiH6O0,Cigarettes After Sex - Topic,https://www.youtube.com/channel/UCIMuwfTAzgZ5Dg84TmYxYkA,Sep 25 2023 4:32:45 PM EST,25 Sep 2023,Sep,25,2023,4,32,45,PM,EST
29,YouTube Music,Until I Found You (Em Beihold Version),https://music.youtube.com/watch?v=kPlSyYtE63M,Stephen Sanchez - Topic,https://www.youtube.com/channel/UCZukHZtjqY72iSEgkBF1QYA,Sep 25 2023 4:29:42 PM EST,25 Sep 2023,Sep,25,2023,4,29,42,PM,EST
30,YouTube Music,This Town,https://music.youtube.com/watch?v=_YJph-7IzXI,Niall Horan - Topic,https://www.youtube.com/channel/UCxm9sS8Dd2aRthr_O3rVLJQ,Sep 25 2023 4:25:48 PM EST,25 Sep 2023,Sep,25,2023,4,25,48,PM,EST
31,YouTube Music,Rosyln,https://music.youtube.com/watch?v=LHHsYG8x2j0,St. Vincent - Topic,https://www.youtube.com/channel/UCGjbexoF9La7TxGeFP64m8A,Sep 25 2023 4:20:57 PM EST,25 Sep 2023,Sep,25,2023,4,20,57,PM,EST
32,YouTube Music,lovely,https://music.youtube.com/watch?v=MMfpp0-lnw4,Billie Eilish - Topic,https://www.youtube.com/channel/UCERrDZ8oN0U_n9MphMKERcg,Sep 25 2023 3:12:38 PM EST,25 Sep 2023,Sep,25,2023,3,12,38,PM,EST
33,YouTube Music,Maroon,https://music.youtube.com/watch?v=ukpXUpZPspk,Taylor Swift - Topic,https://www.youtube.com/channel/UCPC0L1d253x-KuMNwa05TpA,Sep 25 2023 3:08:59 PM EST,25 Sep 2023,Sep,25,2023,3,8,59,PM,EST
34,YouTube Music,Home,https://music.youtube.com/watch?v=sPV_t8YMW_k,Edith Whiskers - Topic,https://www.youtube.com/channel/UC1rutLZjmnPqrpx9dHH_BWg,Sep 25 2023 3:05:43 PM EST,25 Sep 2023,Sep,25,2023,3,5,43,PM,EST
35,YouTube Music,Home,https://music.youtube.com/watch?v=sPV_t8YMW_k,Edith Whiskers - Topic,https://www.youtube.com/channel/UC1rutLZjmnPqrpx9dHH_BWg,Sep 22 2023 11:04:02 PM EST,22 Sep 2023,Sep,22,2023,11,4,2,PM,EST
36,YouTube Music,Go,https://music.youtube.com/watch?v=yRRxIJnu8-k,Prateek Kuhad - Topic,https://www.youtube.com/channel/UCO_sphdxl8_K6mfXzzmkDGQ,Sep 22 2023 11:00:03 PM EST,22 Sep 2023,Sep,22,2023,11,0,3,PM,EST
37,YouTube Music,Let Her Go,https://music.youtube.com/watch?v=6bGmUTAfh-A,Passenger - Topic,https://www.youtube.com/channel/UCc8dIcu6C_9TcVoM--vYxYQ,Sep 22 2023 10:55:43 PM EST,22 Sep 2023,Sep,22,2023,10,55,43,PM,EST
38,YouTube Music,The Archer,https://music.youtube.com/watch?v=3sAdg1N-byw,Taylor Swift - Topic,https://www.youtube.com/channel/UCPC0L1d253x-KuMNwa05TpA,Sep 22 2023 10:52:04 PM EST,22 Sep 2023,Sep,22,2023,10,52,4,PM,EST
39,YouTube Music,Moon Song,https://music.youtube.com/watch?v=DXqZ66XK3z8,Phoebe Bridgers - Topic,https://www.youtube.com/channel/UCprIJgC2-qqSHNVztFjRFmw,Sep 22 2023 10:47:20 PM EST,22 Sep 2023,Sep,22,2023,10,47,20,PM,EST
40,YouTube Music,Hand Reader Song (Tik Tok Challenge),https://music.youtube.com/watch?v=DAgrTVUdn4s,Tropical Murd - Topic,https://www.youtube.com/channel/UCFQQ0ljEIel6urDI8eELFuQ,Sep 22 2023 10:44:11 PM EST,22 Sep 2023,Sep,22,2023,10,44,11,PM,EST
41,YouTube Music,ocean eyes,https://music.youtube.com/watch?v=3IUqoyTxEU8,Billie Eilish - Topic,https://www.youtube.com/channel/UCERrDZ8oN0U_n9MphMKERcg,Sep 22 2023 10:40:34 PM EST,22 Sep 2023,Sep,22,2023,10,40,34,PM,EST
42,YouTube Music,Until I Found You,https://music.youtube.com/watch?v=znvky0Uq8qc,Stephen Sanchez - Topic,https://www.youtube.com/channel/UCZukHZtjqY72iSEgkBF1QYA,Sep 22 2023 10:37:30 PM EST,22 Sep 2023,Sep,22,2023,10,37,30,PM,EST
43,YouTube Music,ceilings,https://music.youtube.com/watch?v=HCwUQRECknw,Lizzy McAlpine - Topic,https://www.youtube.com/channel/UCC1TOSYNYXw1xrwNRxW46dg,Sep 22 2023 10:33:56 PM EST,22 Sep 2023,Sep,22,2023,10,33,56,PM,EST
44,YouTube Music,Sunsetz,https://music.youtube.com/watch?v=DCa-oXnDyzc,Cigarettes After Sex - Topic,https://www.youtube.com/channel/UCIMuwfTAzgZ5Dg84TmYxYkA,Sep 22 2023 10:30:04 PM EST,22 Sep 2023,Sep,22,2023,10,30,4,PM,EST
45,YouTube Music,everything i wanted,https://music.youtube.com/watch?v=iuINiqxtjhI,Billie Eilish - Topic,https://www.youtube.com/channel/UCERrDZ8oN0U_n9MphMKERcg,Sep 22 2023 10:25:52 PM EST,22 Sep 2023,Sep,22,2023,10,25,52,PM,EST
46,YouTube Music,Fade Into You,https://music.youtube.com/watch?v=avv2IIdDnnk,Mazzy Star - Topic,https://www.youtube.com/channel/UCi8cblgb3PyU8HzGvXWhuEg,Sep 22 2023 10:20:55 PM EST,22 Sep 2023,Sep,22,2023,10,20,55,PM,EST
47,YouTube Music,Hold On,https://music.youtube.com/watch?v=6XRZF7bvs9U,Chord Overstreet - Topic,https://www.youtube.com/channel/UCQn8h2MBvtbQUvdYBik5dPQ,Sep 22 2023 10:17:29 PM EST,22 Sep 2023,Sep,22,2023,10,17,29,PM,EST
48,YouTube Music,K.,https://music.youtube.com/watch?v=bYh28VkDeVM,Cigarettes After Sex - Topic,https://www.youtube.com/channel/UCIMuwfTAzgZ5Dg84TmYxYkA,Sep 22 2023 10:12:09 PM EST,22 Sep 2023,Sep,22,2023,10,12,9,PM,EST
49,YouTube Music,listen before i go,https://music.youtube.com/watch?v=P4z1O3miesI,Billie Eilish - Topic,https://www.youtube.com/channel/UCERrDZ8oN0U_n9MphMKERcg,Sep 22 2023 10:07:34 PM EST,22 Sep 2023,Sep,22,2023,10,7,34,PM,EST
50,YouTube Music,Chemtrails Over The Country Club,https://music.youtube.com/watch?v=gCw1f1GmPaU,Lana Del Rey - Topic,https://www.youtube.com/channel/UCyqq-aiu3vEHuf5NhwmOJcw,Sep 22 2023 10:02:56 PM EST,22 Sep 2023,Sep,22,2023,10,2,56,PM,EST
51,YouTube Music,Ribs,https://music.youtube.com/watch?v=b7pE8AG1jjE,Lorde - Topic,https://www.youtube.com/channel/UCILoG0-vdgLDnrwtRuM_0GQ,Sep 22 2023 9:58:37 PM EST,22 Sep 2023,Sep,22,2023,9,58,37,PM,EST
52,YouTube Music,Futile Devices (Doveman Remix),https://music.youtube.com/watch?v=49jqVRaxfuA,Sufjan Stevens - Topic,https://www.youtube.com/channel/UC5sOhxfts379lOCXaIAinyw,Sep 22 2023 9:56:21 PM EST,22 Sep 2023,Sep,22,2023,9,56,21,PM,EST
53,YouTube Music,when the party's over,https://music.youtube.com/watch?v=5DcrRJI_H04,Billie Eilish - Topic,https://www.youtube.com/channel/UCERrDZ8oN0U_n9MphMKERcg,Sep 22 2023 9:52:57 PM EST,22 Sep 2023,Sep,22,2023,9,52,57,PM,EST
54,YouTube Music,Paris in the Rain,https://music.youtube.com/watch?v=DbEzC025MWU,Lauv - Topic,https://www.youtube.com/channel/UCWjoDY2SXJ5dvcdunWI6mjQ,Sep 22 2023 9:49:32 PM EST,22 Sep 2023,Sep,22,2023,9,49,32,PM,EST
55,YouTube Music,Lostmyhead,https://music.youtube.com/watch?v=8Ws-eAgCKFo,The 1975 - Topic,https://www.youtube.com/channel/UCNrTdctAV0JMT7RBQvpA5lw,Sep 22 2023 9:38:17 PM EST,22 Sep 2023,Sep,22,2023,9,38,17,PM,EST
56,YouTube Music,Death with Dignity,https://music.youtube.com/watch?v=5fgC_yTVZYo,Sufjan Stevens - Topic,https://www.youtube.com/channel/UC5sOhxfts379lOCXaIAinyw,Sep 22 2023 9:34:02 PM EST,22 Sep 2023,Sep,22,2023,9,34,2,PM,EST
57,YouTube Music,Older,https://music.youtube.com/watch?v=iorkZ_eylSY,Sasha Alex Sloan - Topic,https://www.youtube.com/channel/UCklQuH51vyXV_xBhDKlJvEQ,Sep 22 2023 9:28:49 PM EST,22 Sep 2023,Sep,22,2023,9,28,49,PM,EST
58,YouTube Music,Lavender Haze,https://music.youtube.com/watch?v=roO1BXmFb-w,Taylor Swift - Topic,https://www.youtube.com/channel/UCPC0L1d253x-KuMNwa05TpA,Sep 22 2023 9:24:56 PM EST,22 Sep 2023,Sep,22,2023,9,24,56,PM,EST
59,YouTube Music,the grudge,https://music.youtube.com/watch?v=pEi1ZWy5-QE,Olivia Rodrigo - Topic,https://www.youtube.com/channel/UCE5XNpliPM-SmyFEp61tL_g,Sep 22 2023 9:21:30 PM EST,22 Sep 2023,Sep,22,2023,9,21,30,PM,EST
60,YouTube Music,Lights Are On,https://music.youtube.com/watch?v=BtU_W7QHY5Y,Tom Rosenthal - Topic,https://www.youtube.com/channel/UCv4W7oFg_kWGldChEpqs3rA,Sep 22 2023 9:17:45 PM EST,22 Sep 2023,Sep,22,2023,9,17,45,PM,EST
61,YouTube Music,Cherry Wine (Live),https://music.youtube.com/watch?v=w59ghjATu20,Hozier - Topic,https://www.youtube.com/channel/UCA3Zs9A2IeetfGT3Omi9ivw,Sep 22 2023 9:13:29 PM EST,22 Sep 2023,Sep,22,2023,9,13,29,PM,EST
62,YouTube Music,this is me trying,https://music.youtube.com/watch?v=tA2t1lFL3V8,Taylor Swift - Topic,https://www.youtube.com/channel/UCPC0L1d253x-KuMNwa05TpA,Sep 22 2023 9:09:43 PM EST,22 Sep 2023,Sep,22,2023,9,9,43,PM,EST
63,YouTube Music,What A Time,https://music.youtube.com/watch?v=wXjKQojYTX0,Julia Michaels - Topic,https://www.youtube.com/channel/UC-bE9kenHs2wN-p96ESCFIg,Sep 22 2023 9:06:49 PM EST,22 Sep 2023,Sep,22,2023,9,6,49,PM,EST
64,YouTube Music,Fine Line,https://music.youtube.com/watch?v=BViDG6QDe1w,Harry Styles - Topic,https://www.youtube.com/channel/UCVacQ2t5GUZ2t_J3Ia9BynA,Sep 22 2023 9:00:00 PM EST,22 Sep 2023,Sep,22,2023,9,0,0,PM,EST
65,YouTube Music,Should Have Known Better,https://music.youtube.com/watch?v=-V079uSLYcw,Sufjan Stevens - Topic,https://www.youtube.com/channel/UC5sOhxfts379lOCXaIAinyw,Sep 22 2023 8:54:51 PM EST,22 Sep 2023,Sep,22,2023,8,54,51,PM,EST
66,YouTube Music,This Love (Taylor’s Version),https://music.youtube.com/watch?v=tbzSOILOAts,Taylor Swift - Topic,https://www.youtube.com/channel/UCPC0L1d253x-KuMNwa05TpA,Sep 22 2023 8:50:41 PM EST,22 Sep 2023,Sep,22,2023,8,50,41,PM,EST
67,YouTube Music,All I Want,https://music.youtube.com/watch?v=3AUtk1wJJBc,Kodaline - Topic,https://www.youtube.com/channel/UC0cymQddFci7e31o7EIznYw,Sep 22 2023 8:45:19 PM EST,22 Sep 2023,Sep,22,2023,8,45,19,PM,EST
68,YouTube Music,Sparks,https://music.youtube.com/watch?v=1aokooixKIo,Coldplay - Topic,https://www.youtube.com/channel/UCIaFw5VBEK8qaW6nRpx_qnw,Sep 22 2023 8:41:31 PM EST,22 Sep 2023,Sep,22,2023,8,41,31,PM,EST
69,YouTube Music,Fourth of July,https://music.youtube.com/watch?v=nLnDm8t9Mng,Sufjan Stevens - Topic,https://www.youtube.com/channel/UC5sOhxfts379lOCXaIAinyw,Sep 22 2023 8:29:39 PM EST,22 Sep 2023,Sep,22,2023,8,29,39,PM,EST
70,YouTube Music,exile (the long pond studio sessions),https://music.youtube.com/watch?v=Q962C1yjMZg,Taylor Swift - Topic,https://www.youtube.com/channel/UCPC0L1d253x-KuMNwa05TpA,Sep 22 2023 8:24:28 PM EST,22 Sep 2023,Sep,22,2023,8,24,28,PM,EST
71,YouTube Music,Generation Why,https://music.youtube.com/watch?v=PH1l79V-Umw,Conan Gray - Topic,https://www.youtube.com/channel/UCDfnnzgPNShOXOYM9V4QIsQ,Sep 22 2023 8:20:48 PM EST,22 Sep 2023,Sep,22,2023,8,20,48,PM,EST
72,YouTube Music,Motion Sickness,https://music.youtube.com/watch?v=iMr69JihnP4,Phoebe Bridgers - Topic,https://www.youtube.com/channel/UCprIJgC2-qqSHNVztFjRFmw,Sep 22 2023 8:16:51 PM EST,22 Sep 2023,Sep,22,2023,8,16,51,PM,EST
73,YouTube Music,wish you were gay,https://music.youtube.com/watch?v=z0_zOC20jbM,Billie Eilish - Topic,https://www.youtube.com/channel/UCERrDZ8oN0U_n9MphMKERcg,Sep 22 2023 8:13:09 PM EST,22 Sep 2023,Sep,22,2023,8,13,9,PM,EST
74,YouTube Music,The Night We Met (feat. Phoebe Bridgers),https://music.youtube.com/watch?v=1vJTBOILsNM,Lord Huron - Topic,https://www.youtube.com/channel/UCHIqmk90GKurdVSG5cf-sFQ,Sep 22 2023 8:09:24 PM EST,22 Sep 2023,Sep,22,2023,8,9,24,PM,EST
75,YouTube Music,Cry,https://music.youtube.com/watch?v=3uZIJyu2m44,Cigarettes After Sex - Topic,https://www.youtube.com/channel/UCIMuwfTAzgZ5Dg84TmYxYkA,Sep 22 2023 8:04:36 PM EST,22 Sep 2023,Sep,22,2023,8,4,36,PM,EST
76,YouTube Music,Cleopatra,https://music.youtube.com/watch?v=_U2RLNbu2WE,The Lumineers - Topic,https://www.youtube.com/channel/UCMcghb8JhNIYntWea9QKFGA,Sep 22 2023 8:01:14 PM EST,22 Sep 2023,Sep,22,2023,8,1,14,PM,EST
77,YouTube Music,Kasoor (Acoustic),https://music.youtube.com/watch?v=fc6hMVKx6-w,Prateek Kuhad - Topic,https://www.youtube.com/channel/UCO_sphdxl8_K6mfXzzmkDGQ,Sep 22 2023 7:57:41 PM EST,22 Sep 2023,Sep,22,2023,7,57,41,PM,EST
78,YouTube Music,right where you left me (bonus track),https://music.youtube.com/watch?v=8-pgY8_l-7U,Taylor Swift - Topic,https://www.youtube.com/channel/UCPC0L1d253x-KuMNwa05TpA,Sep 22 2023 7:53:19 PM EST,22 Sep 2023,Sep,22,2023,7,53,19,PM,EST
79,YouTube Music,Visions of Gideon,https://music.youtube.com/watch?v=NJLs-4J5ZYk,Sufjan Stevens - Topic,https://www.youtube.com/channel/UC5sOhxfts379lOCXaIAinyw,Sep 22 2023 7:49:11 PM EST,22 Sep 2023,Sep,22,2023,7,49,11,PM,EST
80,YouTube Music,Mystery of Love,https://music.youtube.com/watch?v=N0CP9zpbmAQ,Sufjan Stevens - Topic,https://www.youtube.com/channel/UC5sOhxfts379lOCXaIAinyw,Sep 22 2023 7:45:01 PM EST,22 Sep 2023,Sep,22,2023,7,45,1,PM,EST
81,YouTube Music,Labyrinth,https://music.youtube.com/watch?v=PCiVzWLxDSk,Taylor Swift - Topic,https://www.youtube.com/channel/UCPC0L1d253x-KuMNwa05TpA,Sep 20 2023 11:36:17 PM EST,20 Sep 2023,Sep,20,2023,11,36,17,PM,EST
82,YouTube Music,Late Night Talking,https://music.youtube.com/watch?v=ls6XtAmqERc,Harry Styles - Topic,https://www.youtube.com/channel/UCVacQ2t5GUZ2t_J3Ia9BynA,Sep 20 2023 11:33:18 PM EST,20 Sep 2023,Sep,20,2023,11,33,18,PM,EST
83,YouTube Music,The Pool,https://music.youtube.com/watch?v=fvWG3bPJTkU,Stephen Sanchez - Topic,https://www.youtube.com/channel/UCZukHZtjqY72iSEgkBF1QYA,Sep 20 2023 11:28:10 PM EST,20 Sep 2023,Sep,20,2023,11,28,10,PM,EST
84,YouTube Music,Oh Caroline,https://music.youtube.com/watch?v=VAnfmB_bQBE,The 1975 - Topic,https://www.youtube.com/channel/UCNrTdctAV0JMT7RBQvpA5lw,Sep 20 2023 11:24:36 PM EST,20 Sep 2023,Sep,20,2023,11,24,36,PM,EST
85,YouTube Music,we fell in love in october,https://music.youtube.com/watch?v=FJX0JPXD2nM,girl in red - Topic,https://www.youtube.com/channel/UCmNtyqQl03eWyvikCMbO3fA,Sep 20 2023 11:21:25 PM EST,20 Sep 2023,Sep,20,2023,11,21,25,PM,EST
86,YouTube Music,Matilda,https://music.youtube.com/watch?v=IRfQI9Y6EK0,Harry Styles - Topic,https://www.youtube.com/channel/UCVacQ2t5GUZ2t_J3Ia9BynA,Sep 20 2023 11:17:18 PM EST,20 Sep 2023,Sep,20,2023,11,17,18,PM,EST
87,YouTube Music,ILYSB (STRIPPED),https://music.youtube.com/watch?v=95HlilRpVFk,LANY - Topic,https://www.youtube.com/channel/UCPkh5Z0tfpPpNFi5qybgG_w,Sep 20 2023 11:12:57 PM EST,20 Sep 2023,Sep,20,2023,11,12,57,PM,EST
88,YouTube Music,This Must Be My Dream,https://music.youtube.com/watch?v=eRFTrZWIvLA,The 1975 - Topic,https://www.youtube.com/channel/UCNrTdctAV0JMT7RBQvpA5lw,Sep 20 2023 11:08:44 PM EST,20 Sep 2023,Sep,20,2023,11,8,44,PM,EST
89,YouTube Music,I Wanna Be Yours,https://music.youtube.com/watch?v=nyuo9-OjNNg,Arctic Monkeys - Topic,https://www.youtube.com/channel/UC8Yu1_yfN5qPh601Y4btsYw,Sep 20 2023 11:05:39 PM EST,20 Sep 2023,Sep,20,2023,11,5,39,PM,EST
90,YouTube Music,Sweater Weather,https://music.youtube.com/watch?v=cULQhvuq1Zc,The Neighbourhood - Topic,https://www.youtube.com/channel/UC1cnYMXqKdazz-gDPKaDFyg,Sep 20 2023 11:01:23 PM EST,20 Sep 2023,Sep,20,2023,11,1,23,PM,EST
91,YouTube Music,Come Inside Of My Heart,https://music.youtube.com/watch?v=IboBz1CMZWI,IV of Spades - Topic,https://www.youtube.com/channel/UCDXTJp6GlR2jDTy_M09ym3Q,Sep 20 2023 10:57:00 PM EST,20 Sep 2023,Sep,20,2023,10,57,0,PM,EST
92,YouTube Music,Scott Street,https://music.youtube.com/watch?v=EM1t8H_PE78,Phoebe Bridgers - Topic,https://www.youtube.com/channel/UCprIJgC2-qqSHNVztFjRFmw,Sep 20 2023 8:06:31 PM EST,20 Sep 2023,Sep,20,2023,8,6,31,PM,EST
93,YouTube Music,Saturdays,https://music.youtube.com/watch?v=AwqAA0qxZ04,Louis Tomlinson - Topic,https://www.youtube.com/channel/UCpe3TthvXb8kmRiFbkeDGCQ,Sep 20 2023 8:02:04 PM EST,20 Sep 2023,Sep,20,2023,8,2,4,PM,EST
94,YouTube Music,Moving On,https://music.youtube.com/watch?v=UZNceoFaPfU,Kodaline - Topic,https://www.youtube.com/channel/UC0cymQddFci7e31o7EIznYw,Sep 20 2023 7:57:31 PM EST,20 Sep 2023,Sep,20,2023,7,57,31,PM,EST
95,YouTube Music,Heather,https://music.youtube.com/watch?v=fQdANZlc0w0,Conan Gray - Topic,https://www.youtube.com/channel/UCDfnnzgPNShOXOYM9V4QIsQ,Sep 20 2023 7:46:22 PM EST,20 Sep 2023,Sep,20,2023,7,46,22,PM,EST
96,YouTube Music,Yellow,https://music.youtube.com/watch?v=9qnqYL0eNNI,Coldplay - Topic,https://www.youtube.com/channel/UCIaFw5VBEK8qaW6nRpx_qnw,Sep 20 2023 7:41:54 PM EST,20 Sep 2023,Sep,20,2023,7,41,54,PM,EST
97,YouTube Music,Save Your Tears ((Remix) Bonus Track),https://music.youtube.com/watch?v=lS9Kgp6PsWY,The Weeknd - Topic,https://www.youtube.com/channel/UClYV6hHlupm_S_ObS1W-DYw,Sep 20 2023 7:38:27 PM EST,20 Sep 2023,Sep,20,2023,7,38,27,PM,EST
